"","city","year","weekofyear","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","train_label$total_cases"
"374","sj",1997,27,38.84,300.295714286,300.514285714,296.238571429,302.3,298.3,24.3,78.6385714286,38.84,17.6357142857,2.91428571429,28.4142857143,6.42857142857,32.2,24.4,4.1,7
"375","sj",1997,28,5.87,300.488571429,300.642857143,296.415714286,302.3,299,21.3,78.62,5.87,17.8457142857,2.42857142857,29.0142857143,7.54285714286,33.9,23.9,8.7,9
"376","sj",1997,29,24.42,300.094285714,300.171428571,296.511428571,302.2,298.1,35.4,80.9171428571,24.42,17.9485714286,2.54285714286,28.6142857143,6.74285714286,32.8,24.4,40.9,3
"377","sj",1997,30,41.34,299.958571429,299.942857143,296.602857143,302.7,298.2,73.74,82.1328571429,41.34,18.0457142857,1.77142857143,27.9,6.28571428571,31.7,23.3,51.2,3
"378","sj",1997,31,29.9,300.117142857,300.214285714,296.215714286,302.4,297.8,33.6,79.4542857143,29.9,17.6171428571,2.74285714286,27.8285714286,6.6,31.7,22.8,16.3,14
"379","sj",1997,32,19.57,300.294285714,300.414285714,296.735714286,302.5,297.8,28.6,81.1042857143,19.57,18.18,2.51428571429,28.6428571429,5.94285714286,32.2,25,5.2,12
"380","sj",1997,33,57.65,299.84,299.992857143,296.572857143,301.9,298.1,42.79,82.3928571429,57.65,17.9885714286,2.47142857143,28.2857142857,6.61428571429,32.8,23.9,53.4,10
"381","sj",1997,34,20.35,299.761428571,299.8,296.658571429,301.8,298.2,45.7,83.28,20.35,18.0914285714,2.02857142857,28.4142857143,6.51428571429,32.2,24.4,52.3,21
"382","sj",1997,35,94.72,300.265714286,300.335714286,296.704285714,302.5,298.8,35.9,81.1428571429,94.72,18.1828571429,2.1,27.9857142857,6.44285714286,32.2,22.8,50,26
"383","sj",1997,36,8.83,300.138571429,300.121428571,296.804285714,302,298.5,35.9,82.22,8.83,18.3085714286,2.07142857143,28.7285714286,6.58571428571,32.8,25,17,47
"384","sj",1997,37,11.47,300.548571429,300.721428571,297.414285714,302.6,298.9,46.4,83.1642857143,11.47,19.0442857143,2.58571428571,28.9571428571,6.12857142857,32.8,24.4,15.8,42
"385","sj",1997,38,86.14,300.682857143,300.807142857,297.247142857,303.6,299,36.89,81.8085714286,86.14,18.8285714286,2.58571428571,28.9,6.67142857143,34.4,25,18.1,31
"386","sj",1997,39,13.18,300.42,300.514285714,296.385714286,302.6,298,39.6,78.78,13.18,17.8285714286,2.4,28.4,6.74285714286,32.2,23.9,25.4,34
"387","sj",1997,40,46.15,300.132857143,300.207142857,297.268571429,302.6,298.7,39,84.4371428571,46.15,18.8142857143,2.12857142857,27.5857142857,6.75714285714,32.2,21.7,31.2,33
"388","sj",1997,41,70.29,300.564285714,300.735714286,296.787142857,303.2,298.5,26,80.0842857143,70.29,18.31,2.64285714286,28.5,7.3,33.3,23.3,44.4,52
"389","sj",1997,42,99.33,299.478571429,299.435714286,296.435714286,302.9,297.6,182,83.5757142857,99.33,17.9271428571,1.84285714286,27.3571428571,6.42857142857,31.1,22.8,6.3,56
"390","sj",1997,43,80.85,299.608571429,299.842857143,296.304285714,302.3,296.4,27.34,82.2342857143,80.85,17.8185714286,3.34285714286,27.7,5.88571428571,32.8,23.9,8.7,70
"391","sj",1997,44,0.78,300.381428571,300.55,296.101428571,302.3,298.1,7.27,77.5328571429,0.78,17.5514285714,2.7,28.3857142857,5.81428571429,32.8,24.4,0,112
"392","sj",1997,45,2.08,300.031428571,300.092857143,295.695714286,301.9,298.6,9.5,77.3071428571,2.08,17.0957142857,2.04285714286,27.7428571429,6.11428571429,31.1,23.9,27.1,70
"393","sj",1997,46,18.83,299.687142857,299.792857143,295.345714286,302.6,297.9,9,77.1628571429,18.83,16.7642857143,2.24285714286,27.3428571429,7.4,32.8,22.8,34.6,47
"394","sj",1997,47,50.55,299.491428571,299.528571429,296.312857143,301.8,298,40.5,82.7657142857,50.55,17.7385714286,1.8,27.3285714286,6,31.1,23.9,6.1,48
"395","sj",1997,48,4.76,299.62,299.7,296.337142857,301.9,297.9,42.9,82.27,4.76,17.7714285714,2.2,27.2571428571,5.67142857143,30.6,23.9,81.8,49
"396","sj",1997,49,3.01,299.455714286,299.507142857,295.575714286,301.3,298.2,14.7,79.3957142857,3.01,17.0014285714,1.87142857143,26.6714285714,6.61428571429,31.7,23.3,39.9,66
"397","sj",1997,50,0,300.132857143,300.35,295.152857143,302,298.8,0.3,74.2814285714,0,16.53,2.67142857143,26.7571428571,8.25714285714,32.2,21.7,0,56
"398","sj",1997,51,0,299.638571429,299.664285714,294.795714286,301.6,298.1,3.9,74.7957142857,0,16.1457142857,2.47142857143,26.5714285714,7.3,32.2,22.2,1.5,61
"399","sj",1997,52,22.52,299.214285714,299.285714286,295.351428571,301.7,297.6,16.3,79.47,22.52,16.7042857143,2.57142857143,26.7142857143,7.57142857143,31.7,22.2,17.3,67
"401","sj",1998,2,10.59,298.827142857,298.992857143,295.03,300.7,297.2,44.4,79.6314285714,10.59,16.3628571429,2.15714285714,26.3571428571,6.14285714286,31.7,22.8,33.3,68
"402","sj",1998,3,106.97,297.612857143,297.685714286,294.852857143,300.2,296.4,53.2,84.6942857143,106.97,16.2085714286,1.88571428571,24.8857142857,5.85714285714,29.4,20.6,152.4,49
"403","sj",1998,4,0,298.611428571,298.8,294.51,300.6,296.8,8.4,78.1828571429,0,15.8814285714,2.4,25.6142857143,6.48571428571,29.4,21.1,4.8,50
"404","sj",1998,5,7.72,298.694285714,298.857142857,294.19,300.6,297,16.3,76.2614285714,7.72,15.5614285714,2.34285714286,26.5428571429,7.25714285714,31.1,22.2,1.3,56
"405","sj",1998,6,0,298.578571429,298.807142857,293.971428571,301.3,296.6,8.6,75.7771428571,0,15.3614285714,3.27142857143,26.5857142857,8.11428571429,31.7,21.1,0,75
"406","sj",1998,7,142.6,299.058571429,299.25,295.628571429,302.2,296.7,18.5,81.6128571429,142.6,17.0885714286,2.95714285714,27.2571428571,6.9,32.2,22.8,79.2,63
"407","sj",1998,8,0,297.59,297.835714286,291.901428571,300.2,296.2,3.1,70.7014285714,0,13.5128571429,2.24285714286,24.4142857143,6.08571428571,28.9,20,8.7,62
"408","sj",1998,9,0,298.892857143,299.128571429,294.114285714,300.6,297.8,1.1,75.0157142857,0,15.4771428571,2.28571428571,26.2714285714,7.94285714286,31.1,21.1,6.4,41
"409","sj",1998,10,0,297.655714286,297.792857143,293.5,301.1,295,10.3,77.9242857143,0,14.9357142857,2.84285714286,25.6142857143,7.25714285714,32.2,21.1,7,50
"410","sj",1998,11,0,298.278571429,298.385714286,294.697142857,301.2,295.7,42.78,80.7785714286,0,16.0814285714,2.22857142857,25.8142857143,6.9,32.2,21.1,15.1,34
"411","sj",1998,12,0,298.175714286,298.371428571,292.907142857,300.4,296.2,0.6,72.6428571429,0,14.3671428571,2.51428571429,24.8857142857,7.01428571429,28.9,20.6,27.7,31
"412","sj",1998,13,0,298.502857143,298.664285714,294.098571429,300.7,296.5,21,76.6757142857,0,15.48,2.55714285714,26.2285714286,6.9,31.1,22.2,16.5,38
"413","sj",1998,14,72.98,298.044285714,298.192857143,294.628571429,301.1,296.5,41.2,81.4057142857,72.98,15.9985714286,2.52857142857,25.7142857143,6.2,31.7,21.7,15.5,30
"414","sj",1998,15,12.01,297.871428571,298.2,294.215714286,300.8,295.6,19,80.19,12.01,15.6357142857,3,26.0285714286,6.35714285714,31.7,21.7,10.7,32
"415","sj",1998,16,0,298.472857143,298.578571429,294.97,300.7,296.5,23.9,81.1457142857,0,16.4028571429,2.15714285714,26.9285714286,6.11428571429,33.9,22.2,7.9,26
"416","sj",1998,17,22.22,297.735714286,297.792857143,293.542857143,299.8,296.2,24.3,77.7128571429,22.22,15.0142857143,2.15714285714,25.6,5.85714285714,29.4,21.7,73.4,30
"417","sj",1998,18,71.64,299.565714286,299.835714286,295.834285714,301.5,298.2,11.7,80.0728571429,71.64,17.2314285714,2.35714285714,26.8714285714,6.9,31.1,22.8,16.3,36
"418","sj",1998,19,0,299.132857143,299.292857143,294.827142857,301.3,297.7,17.6,77.3314285714,0,16.2214285714,2.18571428571,26.7857142857,6.2,31.1,22.2,6.9,35
"419","sj",1998,20,55.76,299.2,299.4,295.11,302.9,296.6,10.3,78.4014285714,55.76,16.5028571429,3.62857142857,27.1428571429,7.01428571429,33.9,22.2,7.1,46
"420","sj",1998,21,56.4,300.024285714,300.085714286,297.062857143,302.9,297.8,53.7,84.0714285714,56.4,18.6142857143,2.82857142857,27.9142857143,6.97142857143,34.4,23.3,59.1,48
"421","sj",1998,22,15.86,299.842857143,299.935714286,297.02,302.3,298.4,59.4,84.6357142857,15.86,18.5114285714,2.18571428571,27.9714285714,5.65714285714,31.1,24.4,13.8,44
"422","sj",1998,23,8.19,299.618571429,299.807142857,296.351428571,301.4,298.1,35.8,82.46,8.19,17.7657142857,2.32857142857,27.8571428571,6.2,32.2,23.9,10.5,51
"423","sj",1998,24,86.21,300.757142857,300.842857143,297.451428571,302.7,299.2,20.7,82.3057142857,86.21,18.9914285714,2.42857142857,28.4285714286,6.98571428571,32.8,23.9,38.6,59
"424","sj",1998,25,49.52,300.517142857,300.564285714,296.435714286,303,298.9,15.4,78.53,49.52,17.8542857143,2.38571428571,28.1,6.52857142857,32.8,23.9,23.4,71
"425","sj",1998,26,72.08,299.944285714,299.95,296.995714286,302.3,298.3,71.33,84.0257142857,72.08,18.47,2.35714285714,28.2142857143,6.74285714286,32.2,23.9,20.6,102
"426","sj",1998,27,20.06,300.595714286,300.721428571,296.847142857,302.7,299,33.31,80.0857142857,20.06,18.2785714286,2.3,28.6142857143,5.85714285714,32.2,25,0,128
"427","sj",1998,28,54.05,300.452857143,300.435714286,296.924285714,302.9,298.5,45.31,81.29,54.05,18.3914285714,2.3,28.3857142857,6.74285714286,32.8,22.8,11.7,127
"428","sj",1998,29,10.42,300.337142857,300.457142857,296.288571429,302.8,298.1,30.86,78.99,10.42,17.7157142857,2.71428571429,28.3857142857,7.07142857143,33.3,23.9,62.5,150
"429","sj",1998,30,68.74,299.822857143,299.885714286,296.502857143,302.2,298.1,93.68,82.2128571429,68.74,17.9457142857,1.88571428571,27.5571428571,6.68571428571,31.7,23.9,81.9,191
"430","sj",1998,31,16.03,300.061428571,300.035714286,297.038571429,302,298.5,107.87,83.7428571429,16.03,18.5471428571,2.04285714286,28.2714285714,5.72857142857,31.7,23.9,20.5,256
"431","sj",1998,32,25.79,300.662857143,300.885714286,297.127142857,303.2,298.6,27.7,81.2171428571,25.79,18.6314285714,2.91428571429,28.4571428571,6.18571428571,32.2,24.4,6.2,329
"432","sj",1998,33,38.44,300.668571429,300.621428571,297.457142857,303.1,298.9,55.9,82.8,38.44,19.0157142857,2.27142857143,29.0714285714,6.34285714286,32.8,24.4,3.8,263
"433","sj",1998,34,24.34,300.367142857,300.35,297.467142857,303,298.9,63.2,84.2028571429,24.34,19.01,1.72857142857,29.2142857143,6.41428571429,32.8,25,20.4,220
"434","sj",1998,35,96.58,300.468571429,300.578571429,297.401428571,303.1,298.7,98.3,83.45,96.58,19.0271428571,2.67142857143,28.0428571429,6.82857142857,33.9,23.3,146.4,204
"435","sj",1998,36,47.74,300.687142857,300.707142857,297.328571429,303.4,298.4,52.5,82.1928571429,47.74,18.9085714286,2.9,28.7571428571,7.12857142857,33.9,22.8,27.4,181
"436","sj",1998,37,72.73,300.147142857,300.2,297.16,302,298.7,73.6,84.0028571429,72.73,18.7242857143,2.02857142857,28.3285714286,6.84285714286,32.2,24.4,61.3,99
"437","sj",1998,38,35.03,300.587142857,300.607142857,297.275714286,303,298.8,33.83,82.3328571429,35.03,18.8471428571,2.18571428571,28.7285714286,6.98571428571,34.4,24.4,39.7,54
"438","sj",1998,39,82.87,300.13,300.185714286,297.06,302.1,298.8,55.8,83.3314285714,82.87,18.5814285714,1.85714285714,27.7714285714,6.22857142857,32.2,24.4,123.6,80
"439","sj",1998,40,223.61,300.597142857,300.757142857,296.538571429,302.9,298.5,124.4,78.7828571429,223.61,18.0614285714,2.8,27.9142857143,6.28571428571,32.8,23.9,24.7,102
"440","sj",1998,41,33.26,300.712857143,300.742857143,296.921428571,302.9,298.9,28.3,79.9985714286,33.26,18.4185714286,2.34285714286,28.2571428571,5.5,31.7,24.4,25,127
"441","sj",1998,42,25.94,300.795714286,300.857142857,296.612857143,302.9,299.3,18.5,78.0985714286,25.94,18.0914285714,2.68571428571,27.7571428571,6.31428571429,31.7,23.3,15.5,73
"442","sj",1998,43,32.09,300.247142857,300.235714286,296.9,301.9,298.8,36.5,82.0385714286,32.09,18.41,2.12857142857,28.1571428571,6.92857142857,33.9,23.9,26.7,68
"443","sj",1998,44,182.46,299.848571429,299.985714286,296.867142857,302.1,297.7,92.4,83.8657142857,182.46,18.3757142857,2.08571428571,27.7142857143,6.12857142857,32.8,23.3,54.6,64
"444","sj",1998,45,121.65,299.652857143,299.692857143,296.942857143,301.7,298.5,89.5,85.12,121.65,18.4842857143,1.78571428571,27.4285714286,6.45714285714,31.1,23.3,81.5,55
"445","sj",1998,46,18.07,300.002857143,300.05,296.42,302.4,297.9,36.1,80.9142857143,18.07,17.8685714286,2.07142857143,27.7857142857,6.67142857143,32.8,23.3,8.7,67
"446","sj",1998,47,110.03,298.675714286,298.657142857,296.182857143,300.3,297.3,143.4,86.2142857143,110.03,17.6271428571,1.48571428571,26.7285714286,6.21428571429,30.6,23.3,71.3,84
"447","sj",1998,48,0,299.232857143,299.321428571,295.492857143,301.4,297.4,57.1,80.0214285714,0,16.8671428571,2.01428571429,26.5571428571,5.68571428571,30,22.8,29.8,85
"448","sj",1998,49,22.35,298.301428571,298.257142857,295.172857143,300.4,296.5,115.77,83.0242857143,22.35,16.5871428571,1.88571428571,25.6428571429,5.94285714286,29.4,22.2,48.2,67
"449","sj",1998,50,152.94,298.094285714,298.15,295.54,299.8,297.1,158.72,85.9114285714,152.94,16.9657142857,1.35714285714,25.8142857143,5.01428571429,28.9,22.8,97.6,73
"450","sj",1998,51,16.76,299.042857143,299.1,295.032857143,300.9,297.6,10.2,78.6685714286,16.76,16.4085714286,1.97142857143,26.0714285714,5.54285714286,31.1,22.8,18.9,89
"451","sj",1998,52,0,299.282857143,299.435714286,295.215714286,301.4,298,12.8,78.4185714286,0,16.5642857143,2.12857142857,25.9285714286,6.04285714286,30,22.2,29.7,68
"453","sj",1999,1,45.39,298.7,298.814285714,295.097142857,300.7,297.3,17.72,80.5971428571,45.39,16.4528571429,2.42857142857,25.5714285714,5.47142857143,28.9,22.2,16.2,56
"454","sj",1999,2,0,298.482857143,298.55,294.12,300.1,297.4,12.6,76.9542857143,0,15.4928571429,1.67142857143,25.0714285714,5.72857142857,28.3,20,20.6,77
"455","sj",1999,3,47.16,297.861428571,297.971428571,294.408571429,300,296.1,20.62,81.31,47.16,15.7685714286,2.2,24.9857142857,6.88571428571,30,21.1,27.2,75
"456","sj",1999,4,0,297.442857143,297.571428571,293.701428571,299.1,295.8,40.75,79.6714285714,0,15.0728571429,1.77142857143,24.8857142857,6.41428571429,28.3,21.1,8.6,47
"457","sj",1999,5,0,296.772857143,296.757142857,290.955714286,299.3,294.5,14.9,70.1985714286,0,12.7414285714,2,24.1714285714,5.64285714286,27.8,19.4,18,50
"458","sj",1999,6,0,296.668571429,296.785714286,290.552857143,298.9,295.3,4.7,68.6414285714,0,12.3657142857,1.91428571429,23.4,7.38571428571,27.8,17.8,2.9,42
"459","sj",1999,7,18.66,297.218571429,297.442857143,292.73,299.4,295.5,18.64,76.2457142857,18.66,14.2257142857,2.57142857143,24.3285714286,7.51428571429,29.4,19.4,24.8,28
"460","sj",1999,8,23.9,295.938571429,296.114285714,290.634285714,299.7,293.7,8.7,72.2514285714,23.9,12.4928571429,2.71428571429,24.0428571429,6.9,28.9,18.9,0,37
"461","sj",1999,9,0,297.542857143,297.678571429,293.311428571,299.7,295.3,8.3,77.4271428571,0,14.73,2.78571428571,25,7.42857142857,29.4,20.6,40.1,37
"462","sj",1999,10,0,297.882857143,298.071428571,292.421428571,299.7,296,0.4,71.6914285714,0,13.9357142857,2.48571428571,24.9571428571,7.51428571429,29.4,20.6,0,27
"463","sj",1999,11,5.5,297.542857143,297.8,292.764285714,300,295.8,5.5,74.8042857143,5.5,14.2442857143,3,24.8857142857,7.34285714286,31.1,20.6,8.4,12
"464","sj",1999,12,5.24,298.222857143,298.45,293.23,300.5,296.3,3.1,73.94,5.24,14.6714285714,2.84285714286,25.6714285714,7.67142857143,30.6,21.1,0,15
"465","sj",1999,13,15.91,298.308571429,298.414285714,294.377142857,300.4,296.1,8.9,78.91,15.91,15.7328571429,2.31428571429,25.7428571429,6.9,30.6,21.7,7.9,22
"466","sj",1999,14,18.76,297.975714286,298.092857143,293.272857143,300.1,295.7,16.2,75.3885714286,18.76,14.7457142857,2.58571428571,25.6142857143,6.02857142857,29.4,21.1,30.8,8
"467","sj",1999,15,75.59,297.481428571,297.642857143,292.405714286,301,295.2,12.76,73.6414285714,75.59,13.9742857143,3.6,25.3857142857,6.67142857143,30,21.1,19.8,15
"468","sj",1999,16,0,299.254285714,299.457142857,294.524285714,301.4,296.7,2,75.39,0,15.8685714286,3.2,26.9142857143,7.48571428571,32.2,22.8,9.2,17
"469","sj",1999,17,10.2,299.035714286,299.15,294.201428571,301,297.2,5.35,74.7985714286,10.2,15.5614285714,2.72857142857,26.6857142857,7.38571428571,31.7,22.2,4.1,10
"470","sj",1999,18,88.2,299.431428571,299.5,295.415714286,301.8,298,13.3,78.6828571429,88.2,16.7957142857,2.08571428571,28.2285714286,9.21428571429,33.9,22.2,0.5,9
"471","sj",1999,19,46.5,299.098571429,299.121428571,294.572857143,301,297.2,14.28,76.3085714286,46.5,15.9671428571,2.58571428571,26.9571428571,7.62857142857,32.8,21.7,73.1,11
"472","sj",1999,20,33.82,299.775714286,299.935714286,295.268571429,302.6,297,22.1,76.5985714286,33.82,16.6514285714,3.18571428571,27.8285714286,7.32857142857,33.3,23.3,14.3,20
"473","sj",1999,21,15.26,300.052857143,300.164285714,296.214285714,302.4,298.6,18.64,79.7171428571,15.26,17.6385714286,2.21428571429,28.3857142857,6.74285714286,33.3,24.4,8.2,13
"474","sj",1999,22,2.16,300.587142857,300.671428571,296.235714286,302.7,298.4,6.6,77.3714285714,2.16,17.6442857143,3.25714285714,28.4142857143,6.57142857143,33.3,23.9,5.9,11
"475","sj",1999,23,100.35,300.025714286,299.978571429,296.43,302,298.3,24.8,80.7542857143,100.35,17.8542857143,2.5,27.9142857143,7.55714285714,33.9,22.8,56.8,16
"476","sj",1999,24,115.14,300.351428571,300.378571429,296.54,302.3,298.7,30.1,79.75,115.14,17.9828571429,2.38571428571,27.7,6.84285714286,31.7,23.9,17.6,11
"477","sj",1999,25,96.93,299.367142857,299.314285714,296.415714286,301.6,297.9,81.61,83.9614285714,96.93,17.8442857143,1.94285714286,27.2142857143,5.88571428571,31.1,22.8,60.6,7
"478","sj",1999,26,17.32,300.148571429,300.257142857,296.622857143,302.4,298.3,25.74,81.25,17.32,18.0514285714,2.34285714286,28.4428571429,5.32857142857,31.7,25,5.4,17
"479","sj",1999,27,73.3,299.504285714,299.535714286,295.92,301.4,297.8,55.1,80.7985714286,73.3,17.2957142857,2.35714285714,27.4,5.72857142857,31.1,22.8,36.6,14
"480","sj",1999,28,29.53,299.79,299.835714286,296.394285714,302.4,297.5,58.2,81.8471428571,29.53,17.8042857143,2.5,27.2714285714,6.67142857143,32.8,23.3,17.5,13
"481","sj",1999,29,96.36,299.85,299.857142857,296.861428571,301.9,298.5,66.52,83.9185714286,96.36,18.3228571429,2,26.7,5.47142857143,31.1,21.7,56.2,15
"482","sj",1999,30,8.53,300.064285714,300.15,296.474285714,302.6,298,32.44,80.9685714286,8.53,17.9028571429,2.47142857143,28.1,6.52857142857,32.8,23.9,19.9,30
"483","sj",1999,31,22.01,300.498571429,300.485714286,297.047142857,302.8,298.8,29.35,81.6728571429,22.01,18.5571428571,2.42857142857,28.3714285714,6.27142857143,32.8,22.8,18.8,25
"484","sj",1999,32,44.23,299.97,300.007142857,296.742857143,302.6,298.4,61.7,82.6457142857,44.23,18.2128571429,1.84285714286,28.0857142857,6.35714285714,31.7,23.9,26.7,40
"485","sj",1999,33,31.78,300.327142857,300.285714286,296.857142857,302.4,298.9,46.2,81.3871428571,31.78,18.3328571429,2.02857142857,28.3714285714,6.35714285714,31.7,25,10,44
"486","sj",1999,34,133.65,300.227142857,300.285714286,296.86,302.8,298.7,61.8,81.9985714286,133.65,18.36,2.14285714286,27.8571428571,6.84285714286,33.9,23.9,78.5,25
"487","sj",1999,35,30.98,300.458571429,300.435714286,296.895714286,302.7,299.1,25.74,81.0028571429,30.98,18.41,1.98571428571,28.1857142857,7.02857142857,32.8,23.9,69.7,21
"488","sj",1999,36,66.06,300.584285714,300.621428571,296.801428571,302.8,298.8,40.7,79.9657142857,66.06,18.31,2.21428571429,28.3,6.04285714286,31.7,25,32.5,48
"489","sj",1999,37,121.24,300.961428571,301.021428571,297.084285714,303.2,299.5,34.13,79.6971428571,121.24,18.71,2.15714285714,28.4142857143,6.84285714286,33.9,24.4,35.1,56
"490","sj",1999,38,44.44,300.572857143,300.621428571,296.701428571,302.8,298.3,30.4,79.39,44.44,18.2142857143,2.7,28.4571428571,6.6,32.2,24.4,31.3,60
"491","sj",1999,39,62.41,300.644285714,300.635714286,296.824285714,303.5,298.9,64.72,79.8371428571,62.41,18.3457142857,2.21428571429,28.7142857143,7.95714285714,34.4,23.9,38.9,45
"492","sj",1999,40,52.34,300.497142857,300.6,296.657142857,302.5,298.5,22.37,79.6742857143,52.34,18.12,1.94285714286,28,6.98571428571,32.8,23.3,16.2,55
"493","sj",1999,41,45.32,299.827142857,299.835714286,295.871428571,301.7,298.5,41.31,79.16,45.32,17.3042857143,1.95714285714,27.1714285714,6.44285714286,31.1,23.3,27.8,32
"494","sj",1999,42,171.59,300.025714286,300.014285714,296.82,301.6,298.7,40.8,82.6571428571,171.59,18.3157142857,1.85714285714,26.7571428571,5.04285714286,31.1,23.9,71.5,46
"495","sj",1999,43,67.94,299.804285714,300.035714286,297.13,301.9,298.7,138.1,85.3771428571,67.94,18.7428571429,2.18571428571,27.6714285714,6.3,32.2,23.3,58.4,61
"496","sj",1999,44,4.84,299.96,299.942857143,296.531428571,302,298,24.52,81.6285714286,4.84,18.0142857143,1.88571428571,27.4428571429,6.54285714286,32.2,23.9,40.9,42
"497","sj",1999,45,20.03,299.304285714,299.378571429,295.871428571,301,298,53.27,81.4885714286,20.03,17.2985714286,2.04285714286,26.8857142857,5.85714285714,30.6,23.9,37.1,37
"498","sj",1999,46,83.66,298.968571429,299.078571429,296.33,301.3,298,104.51,85.4042857143,83.66,17.8171428571,1.81428571429,26.7142857143,5.8,30.6,22.8,62.1,43
"499","sj",1999,47,224.9,298.732857143,298.878571429,296.285714286,300.8,297.1,140.2,86.4057142857,224.9,17.87,1.9,26.6,4.52857142857,31.7,23.3,88.9,34
"500","sj",1999,48,2.11,298.782857143,299.057142857,294.775714286,301,296.8,8.7,78.6828571429,2.11,16.2071428571,3.25714285714,26.1,7.47142857143,30.6,21.1,13.2,40
"501","sj",1999,49,63.47,297.332857143,297.3,293.974285714,298.9,296.2,107.84,81.8642857143,63.47,15.4157142857,1.4,24.9285714286,4.61428571429,28.9,21.7,126,25
"502","sj",1999,50,0,297.4,297.392857143,292.161428571,298.7,296.3,8.78,72.6528571429,0,13.73,1.81428571429,24.9428571429,4.82857142857,28.3,20.6,7.6,16
"503","sj",1999,51,0,297.382857143,297.514285714,292.964285714,299.4,296.1,14.5,76.4971428571,0,14.4371428571,1.8,24.8428571429,4.9,27.8,21.7,10.9,17
"504","sj",2000,52,40.35,298.367142857,298.307142857,293.887142857,300.3,296.4,12.34,76.3171428571,40.35,15.2571428571,2.64285714286,25.4714285714,6.55714285714,29.4,21.1,7.9,17
"505","sj",2000,1,81.73,298.148571429,298.164285714,294.355714286,299.9,296.5,32.3,79.6071428571,81.73,15.7228571429,1.9,25.1285714286,5.31428571429,29.4,21.7,28.6,16
"506","sj",2000,2,45.19,297.441428571,297.585714286,293.191428571,299.1,296.1,47.1,77.3428571429,45.19,14.6128571429,2.05714285714,25.1142857143,5.15714285714,28.3,21.7,12,23
"507","sj",2000,3,0,296.588571429,296.478571429,290.852857143,299,293.2,14.7,70.4571428571,0,12.61,1.84285714286,23.6142857143,4.82857142857,27.2,20,17.7,18
"508","sj",2000,4,0,296.184285714,296.364285714,289.827142857,299,292.6,0.7,67.7657142857,0,11.9642857143,3.1,22.8428571429,6.84285714286,28.3,17.8,2,18
"509","sj",2000,5,0,297.671428571,297.864285714,292.734285714,299.8,295.8,2.02,74.0628571429,0,14.2128571429,2.24285714286,25.1714285714,7.44285714286,30,20.6,14.1,9
"510","sj",2000,6,24.19,297.675714286,297.9,293.27,299.9,296.3,2.6,76.5028571429,24.19,14.6528571429,2.11428571429,24.9285714286,7.12857142857,30,20.6,3,7
"511","sj",2000,7,0,297.745714286,297.978571429,293.25,299.9,296.3,3.1,76.1171428571,0,14.6185714286,2.35714285714,25.2,7.28571428571,30,21.1,3.8,7
"512","sj",2000,8,7.67,297.088571429,297.221428571,292.174285714,298.9,295.3,13.41,74.0642857143,7.67,13.67,1.98571428571,24.7714285714,6.62857142857,28.3,20.6,3.8,4
"513","sj",2000,9,98.45,296.552857143,296.678571429,291.952857143,298.9,294.5,14.91,75.7214285714,98.45,13.5871428571,2.47142857143,24.5285714286,6.81428571429,29.4,20,15,3
"514","sj",2000,10,11.48,296.202857143,296.357142857,289.642857143,299.1,294.4,1.1,66.7357142857,11.48,11.7157142857,3.02857142857,24,8.02857142857,29.4,19.4,0,2
"515","sj",2000,11,25.96,296.315714286,296.45,290.998571429,298.4,294,3.29,72.1428571429,25.96,12.7385714286,2.35714285714,25.0714285714,5.55714285714,28.9,21.1,0.8,8
"516","sj",2000,12,0,296.744285714,296.907142857,291.225714286,298.8,294.6,6.8,71.39,0,12.93,2.32857142857,24.8,7.38571428571,29.4,19.4,3.5,3
"517","sj",2000,13,2.09,296.352857143,296.607142857,290.81,299.3,293.6,5.14,71.3514285714,2.09,12.6371428571,4.07142857143,24.4,7.14285714286,28.9,20,3.1,1
"518","sj",2000,14,7.23,297.817142857,297.964285714,293.632857143,300.1,296,17.9,77.7857142857,7.23,15.0585714286,2.55714285714,25.5857142857,7.05714285714,30.6,21.7,13.3,1
"519","sj",2000,15,0,297.752857143,297.871428571,293.187142857,299.9,293.9,5.3,75.8428571429,0,14.65,3.54285714286,25.9714285714,7.3,30.6,20.6,6.3,2
"520","sj",2000,16,0,297.622857143,297.785714286,292.83,299.8,296.1,14.9,74.7542857143,0,14.2714285714,2.22857142857,25.8,6.71428571429,29.4,20.6,18.6,3
"521","sj",2000,17,82.06,298.342857143,298.585714286,294.254285714,300.6,296.3,5,78.2442857143,82.06,15.6228571429,3.2,26.9285714286,8.41428571429,32.2,22.2,1.3,3
"522","sj",2000,18,6.13,298.648571429,298.721428571,294.138571429,300.4,297,3.4,76.2142857143,6.13,15.48,2.44285714286,27.1428571429,7.8,32.2,21.7,3.6,2
"523","sj",2000,19,21.53,298.32,298.442857143,294.264285714,300.4,296.6,16.35,78.3371428571,21.53,15.6385714286,2.77142857143,26.6428571429,6.91428571429,30.6,22.2,7.7,0
